fixed.acidity,volatile.acidity,citric.acid,sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
6.655492944635098,0.700862935160833,0.125721512212696,2.3425178720805935,0.08444091671961855,12.383142718361318,29.742129060249624,0.9978612354198316,3.487840386099433,0.674185958312315,9.553467245501803,4.7103092837215765,red
6.890844334286218,0.9264998485620236,0,3.066248151502673,0.10742012784633595,20.89673866697324,84.01790863659414,0.9959963613957006,3.1474694272403125,0.653128302659262,9.182549732698844,4.870757838203428,red
7.780451220303149,0.7232217195783625,0.013680581165538087,3.2034564904014626,0.07975936001476473,9.037143239122262,54.465164174378145,0.996613870843492,3.2457265730798683,0.6541190350901473,9.365357487697452,5.384953384428818,red
12.196829777833115,0.3748565894974096,0.49728340008091065,2.4506260611503556,0.06566196931211582,20.699490346630814,39.380607073399354,0.9975094307676775,3.2081878704707587,0.49900401939151673,9.873466706841462,6.066535378160968,red
8.131991397096947,0.6329548626422474,0,2.2920536641178297,0.07058764935008259,8.850058595219593,37.36154868224032,0.9989698549349905,3.4787592197389436,0.6568683923053097,9.206730402746128,5.244887873178291,red
8.347148521465932,0.5935754716832329,0.0024531152170550676,1.5804873495785117,0.10343176976087026,15.75517581770787,35.08477469355778,0.99769648939634,3.493972871615425,0.5745306662123718,9.80625573197729,4.994083598210615,red
9.346955867538274,0.7568080257279983,0.20108249010753704,0.7534338979804875,0.06680606404943949,19.699231456037086,62.223332289557085,0.9963693806634834,3.3220086774424575,0.44063798509990515,10.232194587121091,4.5996551876514555,red
7.154969389032628,0.5152746039626104,0.09413733023685757,0.9580468850964885,0.03525491869131718,15.10489014338373,19.018326315782165,0.9948796518824005,3.4438075190254644,0.4656499461344119,9.286051222676706,7.001051661739976,red
8.429087406838995,0.6713613448779507,0,2.080471668526993,0.08861270673826317,1.918767530088834,26.14123461829155,0.9963826295120526,3.32968358130896,0.484151994725613,9.929431904409862,7.063255615456359,red
7.165346689184701,0.5432624522040368,0.37640344892605354,6.686386794328854,0.08089439736133183,13.889922820060388,98.31012221791897,0.9968715336231486,3.3058662076018352,0.7317331832139818,11.11168744159829,4.97542539072707,red
6.372822968608634,0.564736457277996,0.07616185763725358,2.182595263430487,0.1289112652945663,17.207706134112215,66.50421641162323,0.9949422972499455,3.2674642948246713,0.48976964560430264,9.783794810147327,4.769126001425652,red
8.035085143083137,0.42844492899910397,0.34637898829269687,4.688935676293785,0.06688157835055149,16.823630734899183,88.14830037961266,0.9958555530142987,3.355936293961222,0.789786190010279,10.667334821730886,4.853290886341238,red
4.92971335857485,0.545885293348588,0.02510200117468371,1.9438150036808381,0.0702726887776443,15.74364923505307,58.726456351361776,0.9927719568860293,3.4678411695371616,0.5198765961319917,10.138226469550602,4.843830096398744,red
7.864580011857262,0.6428087827476241,0.30117060237615545,1.44287399925095,0.10433235532059702,9.681621016034038,20.24033868469767,0.9971953804553205,3.2213573245178493,1.664028702936704,9.176524013211187,5.3660807056543245,red
8.840160995656438,0.6309491942092568,0.1715763687824674,4.696410241869232,0.18303002293906986,55.6359889446451,156.9530748460449,0.9995234061860916,3.174810288334679,0.8247824281635796,9.218929631654008,4.9706063517875645,red
